                        Normal                                           UV                                         Pos
(      -0.571558,       -0.807326,       -0.146787) | (       0.298584,        0.168457) | (       -2.23389,        -38.9893,         7.13501)
(              0,               0,              -1) | (       0.827148,        0.205566) | (        1.71204,        -51.9043,         7.31201)
(              0,               0,              -1) | (       0.827148,        0.203125) | (         1.8631,        -52.2461,         7.31201)
(              0,               0,              -1) | (       0.833496,        0.205566) | (        1.42288,        -52.2461,         7.31201)
(        0.93914,         -0.3405,       0.0455519) | (       0.158691,        0.357422) | (        2.40326,        -44.9707,         5.89905)
(        0.93914,         -0.3405,       0.0455519) | (       0.160767,        0.387207) | (        2.40326,        -44.8486,         6.81152)
(        0.93914,         -0.3405,       0.0455519) | (       0.156738,        0.393555) | (        2.31323,        -45.0684,         7.02514)
(              0,               0,              -1) | (       0.158691,        0.304688) | (        2.40326,        -44.9707,         4.26025)
(              0,               0,              -1) | (       0.156738,        0.303223) | (        2.31323,        -45.0684,         4.26025)
(              0,               0,              -1) | (       0.188354,        0.304199) | (        2.40326,        -43.3594,         4.26025)
(              0,               0,               1) | (       0.333496,        0.397949) | (        2.27661,        -35.5225,         7.07397)
(              0,               0,               1) | (       0.333008,        0.396973) | (        2.31323,        -35.5469,         7.07397)
(              0,               0,               1) | (       0.337402,        0.396484) | (        2.31323,        -35.3027,         7.07397)
(              1,               0,               0) | (       0.413818,        0.592041) | (        2.31323,         -37.207,         8.55713)
(              1,               0,               0) | (       0.414307,        0.585693) | (        2.31323,        -36.9873,         8.64868)
(              1,               0,               0) | (       0.414307,        0.592041) | (        2.31323,        -37.2314,         8.55713)
(             -1,               0,               0) | (        0.17688,        0.190918) | (       -2.99072,        -40.7471,         8.17261)
(             -1,               0,               0) | (       0.177002,        0.172852) | (       -2.99072,        -40.7471,         7.53784)
(             -1,               0,               0) | (       0.178955,        0.175293) | (       -2.99072,        -41.4307,         7.53784)
(              1,               0,               0) | (       0.624023,         1.28931) | (        3.17383,        -65.2344,         2.70691)
(              1,               0,               0) | (        0.62207,         1.29102) | (        3.17383,        -65.4785,         2.81982)
(              1,               0,               0) | (       0.623047,         1.28955) | (        3.17383,         -65.332,         2.70996)
(              1,               0,               0) | (        0.62207,         1.29102) | (        3.17383,        -65.4785,         2.81982)
(              1,               0,               0) | (       0.624023,         1.28931) | (        3.17383,        -65.2344,         2.70691)
(              1,               0,               0) | (          0.625,         1.29102) | (        3.17383,        -65.0879,         2.81372)
(              1,               0,               0) | (          0.625,         1.29102) | (        3.17383,        -65.0879,         2.81372)
(              1,               0,               0) | (        0.62207,         1.29321) | (        3.17383,        -65.4785,         2.97546)
(              1,               0,               0) | (        0.62207,         1.29102) | (        3.17383,        -65.4785,         2.81982)
(              1,               0,               0) | (        0.62207,         1.29321) | (        3.17383,        -65.4785,         2.97546)
(              1,               0,               0) | (          0.625,         1.29102) | (        3.17383,        -65.0879,         2.81372)
(              1,               0,               0) | (          0.625,         1.29321) | (        3.17383,        -65.0879,         2.97546)
(              1,               0,               0) | (        0.62207,         1.29321) | (        3.17383,        -65.4785,         2.97546)
(              1,               0,               0) | (          0.625,         1.29321) | (        3.17383,        -65.0879,         2.97546)
(              1,               0,               0) | (       0.623047,         1.29468) | (        3.17383,         -65.332,         3.08227)
(              1,               0,               0) | (       0.623047,         1.29468) | (        3.17383,         -65.332,         3.08227)
(              1,               0,               0) | (          0.625,         1.29321) | (        3.17383,        -65.0879,         2.97546)
(              1,               0,               0) | (       0.624023,         1.29468) | (        3.17383,        -65.1855,         3.07769)
(              1,               0,               0) | (       0.559082,         1.29346) | (        3.17383,        -72.9492,         2.97546)
(              1,               0,               0) | (       0.561035,         1.29492) | (        3.17383,        -72.7051,         3.07312)
(              1,               0,               0) | (       0.560059,         1.29492) | (        3.17383,        -72.8516,         3.07617)
(              1,               0,               0) | (       0.561035,         1.29492) | (        3.17383,        -72.7051,         3.07312)
(              1,               0,               0) | (       0.559082,         1.29346) | (        3.17383,        -72.9492,         2.97546)
(              1,               0,               0) | (       0.562012,         1.29346) | (        3.17383,        -72.6074,         2.97546)
(              1,               0,               0) | (       0.559082,         1.29346) | (        3.17383,        -72.9492,         2.97546)
(              1,               0,               0) | (       0.562012,         1.29175) | (        3.17383,        -72.5586,         2.84729)
(              1,               0,               0) | (       0.562012,         1.29346) | (        3.17383,        -72.6074,         2.97546)
(              1,               0,               0) | (       0.559082,         1.29175) | (        3.17383,        -72.9492,         2.84576)
(              1,               0,               0) | (       0.562012,         1.29175) | (        3.17383,        -72.5586,         2.84729)
(              1,               0,               0) | (       0.559082,         1.29346) | (        3.17383,        -72.9492,         2.97546)
(              1,               0,               0) | (       0.559082,         1.29175) | (        3.17383,        -72.9492,         2.84576)
(              1,               0,               0) | (       0.561035,         1.28979) | (        3.17383,        -72.7051,         2.71301)
(              1,               0,               0) | (       0.562012,         1.29175) | (        3.17383,        -72.5586,         2.84729)
(              1,               0,               0) | (       0.561035,         1.28979) | (        3.17383,        -72.7051,         2.71301)
(              1,               0,               0) | (       0.559082,         1.29175) | (        3.17383,        -72.9492,         2.84576)
(              1,               0,               0) | (       0.560059,         1.28979) | (        3.17383,        -72.8516,         2.71454)
(             -1,               0,               0) | (       0.700195,         1.10059) | (       -3.26538,        -56.4453,         6.57348)
(             -1,               0,               0) | (       0.567383,         1.09766) | (       -3.26538,         -71.875,         6.78711)
(             -1,               0,               0) | (       0.695801,         1.09766) | (       -3.26538,        -57.1289,         6.78711)
(             -1,               0,               0) | (       0.567383,         1.09766) | (       -3.26538,         -71.875,         6.78711)
(             -1,               0,               0) | (       0.700195,         1.10059) | (       -3.26538,        -56.4453,         6.57348)
(             -1,               0,               0) | (       0.561523,         1.10059) | (       -3.26538,        -72.7051,           6.604)
(             -1,               0,               0) | (       0.704102,         1.10657) | (       -3.26538,        -55.9082,         6.18896)
(             -1,               0,               0) | (       0.561523,         1.10059) | (       -3.26538,        -72.7051,           6.604)
(             -1,               0,               0) | (       0.700195,         1.10059) | (       -3.26538,        -56.4453,         6.57348)
(             -1,               0,               0) | (       0.704102,         1.10657) | (       -3.26538,        -55.9082,         6.18896)
(             -1,               0,               0) | (       0.555176,         1.10657) | (       -3.26538,        -73.4375,         6.13403)
(             -1,               0,               0) | (       0.561523,         1.10059) | (       -3.26538,        -72.7051,           6.604)
(             -1,               0,               0) | (       0.704102,         1.10657) | (       -3.26538,        -55.9082,         6.18896)
(             -1,               0,               0) | (       0.552734,         1.11365) | (       -3.26538,         -73.877,         5.43823)
(             -1,               0,               0) | (       0.555176,         1.10657) | (       -3.26538,        -73.4375,         6.13403)
(             -1,               0,               0) | (       0.708984,         1.11365) | (       -3.26538,        -55.3223,         5.56335)
(             -1,               0,               0) | (       0.552734,         1.11365) | (       -3.26538,         -73.877,         5.43823)
(             -1,               0,               0) | (       0.704102,         1.10657) | (       -3.26538,        -55.9082,         6.18896)
(             -1,               0,               0) | (       0.708984,         1.11365) | (       -3.26538,        -55.3223,         5.56335)
(             -1,               0,               0) | (       0.552734,          1.1239) | (       -3.26538,        -74.0234,         4.55017)
(             -1,               0,               0) | (       0.552734,         1.11365) | (       -3.26538,         -73.877,         5.43823)
(             -1,               0,               0) | (       0.552734,          1.1239) | (       -3.26538,        -74.0234,         4.55017)
(             -1,               0,               0) | (       0.708984,         1.11365) | (       -3.26538,        -55.3223,         5.56335)
(             -1,               0,               0) | (       0.709961,          1.1239) | (       -3.26538,        -54.9805,         4.69055)
(             -1,               0,               0) | (       0.709961,          1.1239) | (       -3.26538,        -54.9805,         4.69055)
(             -1,               0,               0) | (       0.552734,         1.13525) | (       -3.26538,        -74.0234,         3.57361)
(             -1,               0,               0) | (       0.552734,          1.1239) | (       -3.26538,        -74.0234,         4.55017)
(             -1,               0,               0) | (       0.552734,         1.13525) | (       -3.26538,        -74.0234,         3.57361)
(             -1,               0,               0) | (       0.709961,          1.1239) | (       -3.26538,        -54.9805,         4.69055)
(             -1,               0,               0) | (       0.709961,          1.1427) | (       -3.26538,        -54.9805,         2.97699)
(             -1,               0,               0) | (       0.709961,          1.1427) | (       -3.26538,        -54.9805,         2.97699)
(             -1,               0,               0) | (       0.550781,         1.13965) | (       -3.26538,        -74.2676,         3.20129)
(             -1,               0,               0) | (       0.552734,         1.13525) | (       -3.26538,        -74.0234,         3.57361)
(             -1,               0,               0) | (       0.709961,          1.1427) | (       -3.26538,        -54.9805,         2.97699)
(             -1,               0,               0) | (       0.546387,         1.14221) | (       -3.26538,        -74.7559,         2.97546)
(             -1,               0,               0) | (       0.550781,         1.13965) | (       -3.26538,        -74.2676,         3.20129)
(             -1,               0,               0) | (       0.709961,         1.14966) | (       -3.26538,        -54.9805,         2.38342)
(             -1,               0,               0) | (       0.546387,         1.14221) | (       -3.26538,        -74.7559,         2.97546)
(             -1,               0,               0) | (       0.709961,          1.1427) | (       -3.26538,        -54.9805,         2.97699)
(             -1,               0,               0) | (       0.709961,         1.14966) | (       -3.26538,        -54.9805,         2.38342)
(             -1,               0,               0) | (       0.532227,         1.14917) | (       -3.26538,        -76.4648,         2.38342)
(             -1,               0,               0) | (       0.546387,         1.14221) | (       -3.26538,        -74.7559,         2.97546)
(             -1,               0,               0) | (       0.546387,         1.14221) | (       -3.26538,        -74.7559,         2.97546)
(             -1,               0,               0) | (       0.532227,         1.14917) | (       -3.26538,        -76.4648,         2.38342)
(             -1,               0,               0) | (       0.539063,          1.1427) | (       -3.26538,        -75.7324,         2.97546)
(              1,               0,               0) | (       0.625977,         1.31934) | (        3.26538,        -64.8926,         4.85229)
(              1,               0,               0) | (       0.691895,         1.35669) | (        3.26538,        -57.1289,         6.78711)
(              1,               0,               0) | (       0.625977,         1.35669) | (        3.26538,        -64.8926,         6.78711)
(              1,               0,               0) | (       0.625977,         1.31934) | (        3.26538,        -64.8926,         4.85229)
(              1,               0,               0) | (       0.697754,         1.35205) | (        3.26538,        -56.4453,         6.57348)
(              1,               0,               0) | (       0.691895,         1.35669) | (        3.26538,        -57.1289,         6.78711)
(              1,               0,               0) | (       0.625977,         1.31934) | (        3.26538,        -64.8926,         4.85229)
(              1,               0,               0) | (       0.702148,         1.34521) | (        3.26538,        -55.9082,         6.18896)
(              1,               0,               0) | (       0.697754,         1.35205) | (        3.26538,        -56.4453,         6.57348)
(              1,               0,               0) | (       0.625977,         1.31934) | (        3.26538,        -64.8926,         4.85229)
(              1,               0,               0) | (       0.706543,          1.3335) | (        3.26538,        -55.3223,         5.56335)
(              1,               0,               0) | (       0.702148,         1.34521) | (        3.26538,        -55.9082,         6.18896)
(              1,               0,               0) | (       0.709473,         1.31958) | (        3.26538,        -55.0293,          4.8584)
(              1,               0,               0) | (       0.706543,          1.3335) | (        3.26538,        -55.3223,         5.56335)
(              1,               0,               0) | (       0.625977,         1.31934) | (        3.26538,        -64.8926,         4.85229)
(              1,               0,               0) | (       0.709961,         1.30933) | (        3.26538,        -54.9805,         4.12903)
(              1,               0,               0) | (       0.709473,         1.31958) | (        3.26538,        -55.0293,          4.8584)
(              1,               0,               0) | (       0.625977,         1.31934) | (        3.26538,        -64.8926,         4.85229)
(              1,               0,               0) | (       0.709961,         1.30933) | (        3.26538,        -54.9805,         4.12903)
(              1,               0,               0) | (       0.625977,         1.31934) | (        3.26538,        -64.8926,         4.85229)
(              1,               0,               0) | (       0.709961,         1.29272) | (        3.26538,        -54.9805,         2.97699)
(              1,               0,               0) | (       0.549805,           1.302) | (        3.26538,        -74.0234,         3.57361)
(              1,               0,               0) | (       0.709961,         1.29272) | (        3.26538,        -54.9805,         2.97699)
(              1,               0,               0) | (       0.625977,         1.31934) | (        3.26538,        -64.8926,         4.85229)
(              1,               0,               0) | (       0.549805,           1.302) | (        3.26538,        -74.0234,         3.57361)
(              1,               0,               0) | (       0.624023,         1.29492) | (        3.26538,        -65.1855,         3.10211)
(              1,               0,               0) | (       0.709961,         1.29272) | (        3.26538,        -54.9805,         2.97699)
(              1,               0,               0) | (       0.624023,         1.29492) | (        3.26538,        -65.1855,         3.10211)
(              1,               0,               0) | (       0.625488,         1.29321) | (        3.26538,        -65.0391,         2.97546)
(              1,               0,               0) | (       0.709961,         1.29272) | (        3.26538,        -54.9805,         2.97699)
(              1,               0,               0) | (       0.709961,         1.29272) | (        3.26538,        -54.9805,         2.97699)
(              1,               0,               0) | (       0.625488,         1.29321) | (        3.26538,        -65.0391,         2.97546)
(              1,               0,               0) | (       0.625488,         1.29077) | (        3.26538,        -65.0391,         2.81219)
(              1,               0,               0) | (       0.625488,         1.29077) | (        3.26538,        -65.0391,         2.81219)
(              1,               0,               0) | (       0.709961,          1.2854) | (        3.26538,        -54.9805,         2.45056)
(              1,               0,               0) | (       0.709961,         1.29272) | (        3.26538,        -54.9805,         2.97699)
(              1,               0,               0) | (       0.549805,           1.302) | (        3.26538,        -74.0234,         3.57361)
(              1,               0,               0) | (       0.625977,         1.31934) | (        3.26538,        -64.8926,         4.85229)
(              1,               0,               0) | (       0.549805,         1.31934) | (        3.26538,        -74.0234,         4.85229)
(              1,               0,               0) | (       0.624023,         1.28906) | (        3.26538,        -65.1855,         2.68249)
(              1,               0,               0) | (       0.709961,          1.2854) | (        3.26538,        -54.9805,         2.45056)
(              1,               0,               0) | (       0.625488,         1.29077) | (        3.26538,        -65.0391,         2.81219)
(              1,               0,               0) | (       0.624023,         1.28906) | (        3.26538,        -65.1855,         2.68249)
(              1,               0,               0) | (       0.561035,         1.28931) | (        3.26538,        -72.7051,         2.68249)
(              1,               0,               0) | (       0.709961,          1.2854) | (        3.26538,        -54.9805,         2.45056)
(              1,               0,               0) | (       0.530273,         1.28613) | (        3.26538,        -76.3672,         2.45056)
(              1,               0,               0) | (       0.709961,          1.2854) | (        3.26538,        -54.9805,         2.45056)
(              1,               0,               0) | (       0.561035,         1.28931) | (        3.26538,        -72.7051,         2.68249)
(              1,               0,               0) | (       0.530273,         1.28613) | (        3.26538,        -76.3672,         2.45056)
(              1,               0,               0) | (       0.561035,         1.28931) | (        3.26538,        -72.7051,         2.68249)
(              1,               0,               0) | (       0.560059,         1.28931) | (        3.26538,        -72.8516,         2.68707)
(              1,               0,               0) | (       0.530273,         1.28613) | (        3.26538,        -76.3672,         2.45056)
(              1,               0,               0) | (       0.560059,         1.28931) | (        3.26538,        -72.8516,         2.68707)
(              1,               0,               0) | (       0.558594,         1.29175) | (        3.26538,         -72.998,         2.84576)
(              1,               0,               0) | (       0.530273,         1.28613) | (        3.26538,        -76.3672,         2.45056)
(              1,               0,               0) | (       0.558594,         1.29175) | (        3.26538,         -72.998,         2.84576)
(              1,               0,               0) | (       0.543457,         1.29346) | (        3.26538,        -74.7559,         2.97546)
(              1,               0,               0) | (       0.543457,         1.29346) | (        3.26538,        -74.7559,         2.97546)
(              1,               0,               0) | (       0.536133,         1.29321) | (        3.26538,        -75.7324,         2.97546)
(              1,               0,               0) | (       0.530273,         1.28613) | (        3.26538,        -76.3672,         2.45056)
(              1,               0,               0) | (       0.561035,         1.28931) | (        3.26538,        -72.7051,         2.68249)
(              1,               0,               0) | (       0.624023,         1.28906) | (        3.26538,        -65.1855,         2.68249)
(              1,               0,               0) | (       0.622559,         1.28906) | (        3.26538,        -65.3809,         2.68554)
(              1,               0,               0) | (       0.621582,         1.29102) | (        3.26538,        -65.5273,         2.82135)
(              1,               0,               0) | (       0.561035,         1.28931) | (        3.26538,        -72.7051,         2.68249)
(              1,               0,               0) | (       0.622559,         1.28906) | (        3.26538,        -65.3809,         2.68554)
(              1,               0,               0) | (       0.561035,         1.28931) | (        3.26538,        -72.7051,         2.68249)
(              1,               0,               0) | (       0.621582,         1.29102) | (        3.26538,        -65.5273,         2.82135)
(              1,               0,               0) | (         0.5625,         1.29175) | (        3.26538,        -72.5098,         2.84729)
(              1,               0,               0) | (         0.5625,         1.29175) | (        3.26538,        -72.5098,         2.84729)
(              1,               0,               0) | (       0.621582,         1.29102) | (        3.26538,        -65.5273,         2.82135)
(              1,               0,               0) | (       0.621582,         1.29321) | (        3.26538,        -65.5273,         2.97546)
(              1,               0,               0) | (       0.621582,         1.29321) | (        3.26538,        -65.5273,         2.97546)
(              1,               0,               0) | (         0.5625,         1.29346) | (        3.26538,        -72.5098,         2.97546)
(              1,               0,               0) | (         0.5625,         1.29175) | (        3.26538,        -72.5098,         2.84729)
(              1,               0,               0) | (       0.621582,         1.29321) | (        3.26538,        -65.5273,         2.97546)
(              1,               0,               0) | (       0.561035,         1.29517) | (        3.26538,        -72.6563,         3.10363)
(              1,               0,               0) | (         0.5625,         1.29346) | (        3.26538,        -72.5098,         2.97546)
(              1,               0,               0) | (       0.622559,         1.29517) | (        3.26538,        -65.3809,         3.10669)
(              1,               0,               0) | (       0.561035,         1.29517) | (        3.26538,        -72.6563,         3.10363)
(              1,               0,               0) | (       0.621582,         1.29321) | (        3.26538,        -65.5273,         2.97546)
(              1,               0,               0) | (       0.549805,           1.302) | (        3.26538,        -74.0234,         3.57361)
(              1,               0,               0) | (       0.561035,         1.29517) | (        3.26538,        -72.6563,         3.10363)
(              1,               0,               0) | (       0.622559,         1.29517) | (        3.26538,        -65.3809,         3.10669)
(              1,               0,               0) | (       0.549805,           1.302) | (        3.26538,        -74.0234,         3.57361)
(              1,               0,               0) | (        0.55957,         1.29541) | (        3.26538,        -72.8516,         3.10669)
(              1,               0,               0) | (       0.561035,         1.29517) | (        3.26538,        -72.6563,         3.10363)
(              1,               0,               0) | (        0.55957,         1.29541) | (        3.26538,        -72.8516,         3.10669)
(              1,               0,               0) | (       0.549805,           1.302) | (        3.26538,        -74.0234,         3.57361)
(              1,               0,               0) | (       0.547852,         1.29663) | (        3.26538,        -74.2676,         3.20129)
(              1,               0,               0) | (       0.547852,         1.29663) | (        3.26538,        -74.2676,         3.20129)
(              1,               0,               0) | (       0.558594,         1.29346) | (        3.26538,         -72.998,         2.97546)
(              1,               0,               0) | (        0.55957,         1.29541) | (        3.26538,        -72.8516,         3.10669)
(              1,               0,               0) | (       0.558594,         1.29346) | (        3.26538,         -72.998,         2.97546)
(              1,               0,               0) | (       0.547852,         1.29663) | (        3.26538,        -74.2676,         3.20129)
(              1,               0,               0) | (       0.543457,         1.29346) | (        3.26538,        -74.7559,         2.97546)
(              1,               0,               0) | (       0.543457,         1.29346) | (        3.26538,        -74.7559,         2.97546)
(              1,               0,               0) | (       0.558594,         1.29175) | (        3.26538,         -72.998,         2.84576)
(              1,               0,               0) | (       0.558594,         1.29346) | (        3.26538,         -72.998,         2.97546)
(              1,               0,               0) | (       0.624023,         1.29492) | (        3.26538,        -65.1855,         3.10211)
(              1,               0,               0) | (       0.549805,           1.302) | (        3.26538,        -74.0234,         3.57361)
(              1,               0,               0) | (       0.622559,         1.29517) | (        3.26538,        -65.3809,         3.10669)
(       0.965038,    -1.16087e-08,        0.262109) | (       0.530273,         1.28613) | (        3.26538,        -76.3672,         2.45056)
(       0.916287,     -1.7925e-08,        0.400523) | (       0.709961,         1.28345) | (        3.29895,        -54.9805,         2.32696)
(       0.965038,    -1.17304e-08,        0.262109) | (       0.709961,          1.2854) | (        3.26538,        -54.9805,         2.45056)
(       0.888278,    -2.69365e-05,        0.459307) | (       0.529297,         1.28442) | (        3.29895,        -76.5137,         2.32696)
(       0.916287,     -1.7925e-08,        0.400523) | (       0.709961,         1.28345) | (        3.29895,        -54.9805,         2.32696)
(       0.965038,    -1.16087e-08,        0.262109) | (       0.530273,         1.28613) | (        3.26538,        -76.3672,         2.45056)
(       0.888278,    -2.69365e-05,        0.459307) | (       0.529297,         1.28442) | (        3.29895,        -76.5137,         2.32696)
(       0.908736,    -1.08201e-05,        0.417371) | (       0.709961,         1.27734) | (        3.53088,        -54.9805,         1.95617)
(       0.916287,     -1.7925e-08,        0.400523) | (       0.709961,         1.28345) | (        3.29895,        -54.9805,         2.32696)
(       0.908736,    -1.08201e-05,        0.417371) | (       0.709961,         1.27734) | (        3.53088,        -54.9805,         1.95617)
(       0.888278,    -2.69365e-05,        0.459307) | (       0.529297,         1.28442) | (        3.29895,        -76.5137,         2.32696)
(        0.91496,    -1.68422e-05,        0.403544) | (       0.527832,         1.27808) | (        3.53088,        -76.6602,         1.95465)
(        0.91496,    -1.68422e-05,        0.403544) | (       0.527832,         1.27808) | (        3.53088,        -76.6602,         1.95465)
