(0.303188, -0.454691, -0.837456)
(0.381133, -0.381133, -0.842303)
(0.369585, -0.443458, -0.816549)
(0.443458, -0.369585, -0.816549)
(0.430787, -0.430787, -0.792998)
(0.499975, -0.357191, -0.788948)
(0.486589, -0.417114, -0.767624)
(0.550771, -0.344319, -0.760326)
(0.537027, -0.402836, -0.741165)
(0.59612, -0.331279, -0.731365)
(0.582307, -0.388291, -0.714247)
(0.636413, -0.318314, -0.702605)
(0.622758, -0.373753, -0.687373)
(0.656363, -0.306556, -0.689355)
(-0.656363, -0.306556, -0.689355)
(-0.648273, -0.259416, -0.715853)
(-0.608176, -0.270405, -0.746327)
(-0.608176, -0.270405, -0.746327)
(-0.562829, -0.281511, -0.777158)
(-0.562829, -0.281511, -0.777158)
(-0.511779, -0.292528, -0.807781)
(-0.511779, -0.292528, -0.807781)
(-0.454691, -0.303188, -0.837456)
(-0.454691, -0.303188, -0.837456)
(-0.391422, -0.31317, -0.865282)
(-0.391422, -0.31317, -0.865282)
(-0.322103, -0.322103, -0.890224)
(-0.322103, -0.322103, -0.890224)
(-0.247223, -0.329597, -0.911179)
(-0.247223, -0.329597, -0.911179)
(-0.16767, -0.335277, -0.927079)
(-0.16767, -0.335277, -0.927079)
(-0.0847275, -0.338827, -0.937026)
(-0.0847275, -0.338827, -0.937026)
(0, -0.340035, -0.940413)
(0, -0.340035, -0.940413)
(0.0847274, -0.338827, -0.937026)
(-1.04616e-07, -0.411936, -0.911213)
(0.16767, -0.335277, -0.927079)
(0.0821401, -0.41056, -0.908127)
(0.247223, -0.329597, -0.911179)
(0.162651, -0.406511, -0.899051)
(0.322103, -0.322103, -0.890224)
(0.24006, -0.400017, -0.88451)
(0.31317, -0.391421, -0.865283)
(0.391421, -0.31317, -0.865283)
(0.381133, -0.381133, -0.842303)
(0.454691, -0.303188, -0.837456)
(0.443458, -0.369585, -0.816549)
(0.511779, -0.292527, -0.807781)
(0.499975, -0.357191, -0.788948)
(0.562829, -0.281511, -0.777159)
(0.550771, -0.344319, -0.760326)
(0.608176, -0.270405, -0.746326)
(0.59612, -0.331279, -0.731365)
(0.648273, -0.259416, -0.715853)
(0.636413, -0.318314, -0.702605)
(0.667711, -0.24937, -0.701411)
(-0.667711, -0.24937, -0.70141)
(-0.657966, -0.197483, -0.726692)
(-0.648273, -0.259416, -0.715853)
(-0.61807, -0.206118, -0.75862)
(-0.572768, -0.21488, -0.791052)
(-0.572768, -0.21488, -0.791052)
(-0.521554, -0.223606, -0.823397)
(-0.521554, -0.223606, -0.823397)
(-0.464035, -0.232086, -0.854872)
(-0.464035, -0.232086, -0.854872)
(-0.400017, -0.240059, -0.88451)
(-0.400017, -0.240059, -0.88451)
(-0.329597, -0.247223, -0.911179)
(-0.329597, -0.247223, -0.911179)
(-0.253254, -0.253254, -0.933662)
(-0.253254, -0.253254, -0.933662)
(-0.171907, -0.257838, -0.950772)
(-0.171907, -0.257838, -0.950772)
(-0.0869153, -0.260708, -0.961497)
(-0.0869153, -0.260708, -0.961497)
(0, -0.261686, -0.965153)
(0, -0.261686, -0.965153)
(0.0869153, -0.260708, -0.961497)
(0, -0.340035, -0.940413)
(0.171907, -0.257838, -0.950772)
(0.0847274, -0.338827, -0.937026)
(0.253254, -0.253254, -0.933662)
(0.16767, -0.335277, -0.927079)
(0.329597, -0.247223, -0.911179)
(0.247223, -0.329597, -0.911179)
(0.400017, -0.24006, -0.88451)
(0.322103, -0.322103, -0.890224)
(0.464035, -0.232087, -0.854872)
(0.391421, -0.31317, -0.865283)
(0.454691, -0.303188, -0.837456)
(0.521554, -0.223606, -0.823396)
(0.511779, -0.292527, -0.807781)
(0.572768, -0.21488, -0.791052)
(0.562829, -0.281511, -0.777159)
(0.61807, -0.206118, -0.75862)
(0.608176, -0.270405, -0.746326)
(0.657966, -0.197483, -0.726692)
(0.648273, -0.259416, -0.715853)
(0.676935, -0.189539, -0.71122)
(-0.676935, -0.189539, -0.711221)
(-0.665158, -0.133102, -0.734744)
(-0.657966, -0.197483, -0.726692)
(-0.625437, -0.139058, -0.767783)
(-0.580195, -0.14512, -0.801445)
(-0.580195, -0.14512, -0.801445)
(-0.528884, -0.151177, -0.835121)
(-0.528884, -0.151177, -0.835121)
(-0.471069, -0.157082, -0.867997)
(-0.471069, -0.157082, -0.867997)
(-0.406511, -0.162651, -0.899051)
(-0.406511, -0.162651, -0.899051)
(-0.335277, -0.16767, -0.927079)
(-0.335277, -0.16767, -0.927079)
(-0.257838, -0.171907, -0.950772)
(-0.257838, -0.171907, -0.950772)
(-0.175134, -0.175134, -0.968843)
(-0.175134, -0.175134, -0.968843)
(-0.0885842, -0.177158, -0.980188)
(-0.0885842, -0.177158, -0.980188)
(-1.18959e-09, -0.177848, -0.984058)
(-1.18959e-09, -0.177848, -0.984058)
(0.0885841, -0.177158, -0.980188)
(0, -0.261686, -0.965153)
(0.175134, -0.175134, -0.968843)
(0.0869153, -0.260708, -0.961497)
(0.257838, -0.171907, -0.950772)
(0.171907, -0.257838, -0.950772)
(0.335277, -0.16767, -0.927079)
(0.253254, -0.253254, -0.933662)
(0.406511, -0.162651, -0.899051)
(0.329597, -0.247223, -0.911179)
(0.471069, -0.157082, -0.867997)
(0.400017, -0.24006, -0.88451)
(0.528884, -0.151177, -0.835121)
(0.464035, -0.232087, -0.854872)
(0.580195, -0.14512, -0.801445)
(0.521554, -0.223606, -0.823396)
(0.625437, -0.139058, -0.767783)
(0.572768, -0.21488, -0.791052)
(0.61807, -0.206118, -0.75862)
(0.665158, -0.133102, -0.734744)
(0.657966, -0.197483, -0.726692)
(0.683748, -0.127595, -0.718476)
(-0.683748, -0.127595, -0.718477)
(-0.669587, -0.066996, -0.739706)
(-0.665158, -0.133102, -0.734744)
(-0.629984, -0.0700369, -0.773443)
(-0.58479, -0.0731377, -0.807881)
(-0.58479, -0.0731377, -0.807881)
(-0.533432, -0.0762422, -0.8424)
(-0.533432, -0.0762422, -0.8424)
(-0.475443, -0.0792747, -0.876167)
(-0.475443, -0.0792747, -0.876167)
(-0.41056, -0.0821403, -0.908126)
(-0.41056, -0.0821403, -0.908126)
(-0.338827, -0.0847275, -0.937026)
(-0.338827, -0.0847275, -0.937026)
(-0.260708, -0.0869152, -0.961497)
(-0.260708, -0.0869152, -0.961497)
(-0.177158, -0.0885842, -0.980188)
(-0.177158, -0.0885842, -0.980188)
(-0.089632, -0.089632, -0.991934)
(-0.089632, -0.089632, -0.991934)
(-2.37946e-09, -0.0899894, -0.995943)
(-2.37946e-09, -0.0899894, -0.995943)
(0.0896318, -0.089632, -0.991934)
(-1.18959e-09, -0.177848, -0.984058)
(0.177158, -0.0885842, -0.980188)
(0.0885841, -0.177158, -0.980188)
(0.260708, -0.0869154, -0.961497)
(0.175134, -0.175134, -0.968843)
(0.338827, -0.0847276, -0.937026)
(0.257838, -0.171907, -0.950772)
(0.41056, -0.0821401, -0.908126)
(0.335277, -0.16767, -0.927079)
(0.475443, -0.0792742, -0.876167)
(0.406511, -0.162651, -0.899051)
(0.533432, -0.0762418, -0.8424)
(0.471069, -0.157082, -0.867997)
(0.58479, -0.0731376, -0.807881)
(0.528884, -0.151177, -0.835121)
(0.629985, -0.0700369, -0.773443)
(0.580195, -0.14512, -0.801445)
(0.669587, -0.0669961, -0.739706)
(0.625437, -0.139058, -0.767783)
(0.68793, -0.0641761, -0.722934)
(0.665158, -0.133102, -0.734744)
(-0.68793, -0.0641761, -0.722934)
(-0.671083, 1.7812e-09, -0.741382)
(-0.669587, -0.066996, -0.739706)
(-0.631522, 2.37539e-09, -0.775358)
(-0.586347, 2.37589e-09, -0.81006)
(-0.586347, 2.37589e-09, -0.81006)
(-0.534974, -1.05752e-07, -0.844869)
(-0.534974, -1.05752e-07, -0.844869)
(-0.476928, -2.09179e-07, -0.878942)
(-0.476928, -2.09179e-07, -0.878942)
(-0.411936, -1.04616e-07, -0.911213)
(-0.411936, -1.04616e-07, -0.911213)
(-0.340035, 0, -0.940413)
(-0.340035, 0, -0.940413)
(-0.261686, 0, -0.965153)
(-0.261686, 0, -0.965153)
(-0.177848, 1.18959e-09, -0.984058)
(-0.177848, 1.18959e-09, -0.984058)
(-0.0899894, 3.56919e-09, -0.995943)
(-0.0899894, 3.56919e-09, -0.995943)
(-2.37956e-09, 3.56934e-09, -1)
(-2.37956e-09, 3.56934e-09, -1)
(0.0899892, 2.37946e-09, -0.995943)
(-2.37946e-09, -0.0899894, -0.995943)
(0.177848, 0, -0.984058)
(0.0896318, -0.089632, -0.991934)
(0.261686, 0, -0.965153)
(0.177158, -0.0885842, -0.980188)
(0.340035, 1.18911e-09, -0.940413)
(0.260708, -0.0869154, -0.961497)
(0.411936, 2.37764e-09, -0.911213)
(0.338827, -0.0847276, -0.937026)
(0.476928, -5.94259e-10, -0.878942)
(0.41056, -0.0821401, -0.908126)
(0.534974, -5.94111e-10, -0.844869)
(0.475443, -0.0792742, -0.876167)
(0.586346, -5.93973e-10, -0.81006)
(0.533432, -0.0762418, -0.8424)
(0.631522, 1.18769e-09, -0.775358)
(0.58479, -0.0731376, -0.807881)
(0.671083, 5.93734e-10, -0.741382)
(0.629985, -0.0700369, -0.773443)
(0.689341, 1.18701e-09, -0.724437)
(0.669587, -0.0669961, -0.739706)
(-0.669587, 0.066996, -0.739706)
(-0.689341, 1.18701e-09, -0.724437)
(-0.629984, 0.0700369, -0.773443)
(-0.671083, 1.7812e-09, -0.741382)
(-0.58479, 0.0731377, -0.807881)
(-0.631522, 2.37539e-09, -0.775358)
(-0.533432, 0.0762422, -0.8424)
(-0.586347, 2.37589e-09, -0.81006)
(-0.475443, 0.0792746, -0.876167)
(-0.534974, -1.05752e-07, -0.844869)
(-0.410559, 0.0821401, -0.908127)
(-0.476928, -2.09179e-07, -0.878942)
(-0.338827, 0.0847274, -0.937026)
(-0.411936, -1.04616e-07, -0.911213)
(-0.260708, 0.0869152, -0.961497)
(-0.340035, 0, -0.940413)
(-0.177158, 0.0885841, -0.980188)
(-0.261686, 0, -0.965153)
(-0.089632, 0.0896318, -0.991934)
(-0.177848, 1.18959e-09, -0.984058)
(-2.37946e-09, 0.0899892, -0.995943)
(-0.0899894, 3.56919e-09, -0.995943)
(0.0896318, 0.0896318, -0.991934)
(0.0896318, 0.0896318, -0.991934)
(0.177158, 0.0885841, -0.980188)
(0.177158, 0.0885841, -0.980188)
(0.260708, 0.0869154, -0.961497)
(0.260708, 0.0869154, -0.961497)
(0.338827, 0.0847276, -0.937026)
(0.338827, 0.0847276, -0.937026)
(0.41056, 0.0821401, -0.908127)
(0.41056, 0.0821401, -0.908127)
(0.475443, 0.0792742, -0.876167)
(0.475443, 0.0792742, -0.876167)
(0.533432, 0.0762418, -0.8424)
(0.533432, 0.0762418, -0.8424)
(0.58479, 0.0731376, -0.807881)
(0.58479, 0.0731376, -0.807881)
(0.629984, 0.0700368, -0.773443)
(0.629984, 0.0700368, -0.773443)
(0.631522, 1.18769e-09, -0.775358)
(0.669587, 0.0669961, -0.739706)
(0.671083, 5.93734e-10, -0.741382)
(0.68793, 0.0641761, -0.722934)
(-0.665158, 0.133102, -0.734744)
(-0.68793, 0.0641761, -0.722934)
(-0.625437, 0.139058, -0.767783)
(-0.669587, 0.066996, -0.739706)
(-0.580195, 0.14512, -0.801445)
(-0.629984, 0.0700369, -0.773443)
(-0.528884, 0.151177, -0.835121)
(-0.58479, 0.0731377, -0.807881)
(-0.471069, 0.157082, -0.867997)
(-0.533432, 0.0762422, -0.8424)
(-0.406511, 0.162651, -0.899051)
(-0.475443, 0.0792746, -0.876167)
(-0.335277, 0.16767, -0.927079)
(-0.410559, 0.0821401, -0.908127)
(-0.257838, 0.171907, -0.950772)
(-0.338827, 0.0847274, -0.937026)
(-0.175134, 0.175134, -0.968843)
(-0.260708, 0.0869152, -0.961497)
(-0.0885842, 0.177158, -0.980188)
(-0.177158, 0.0885841, -0.980188)
(-1.18959e-09, 0.177848, -0.984058)
(-0.089632, 0.0896318, -0.991934)
(0.0885841, 0.177158, -0.980188)
(0.0885841, 0.177158, -0.980188)
(0.175134, 0.175134, -0.968843)
(0.175134, 0.175134, -0.968843)
(0.257838, 0.171907, -0.950772)
(0.257838, 0.171907, -0.950772)
(0.335277, 0.16767, -0.927079)
(0.335277, 0.16767, -0.927079)
(0.406511, 0.162651, -0.899051)
(0.406511, 0.162651, -0.899051)
(0.471069, 0.157082, -0.867998)
(0.471069, 0.157082, -0.867998)
(0.528885, 0.151177, -0.835121)
(0.528885, 0.151177, -0.835121)
(0.580195, 0.14512, -0.801445)
(0.580195, 0.14512, -0.801445)
(0.625437, 0.139058, -0.767783)
(0.625437, 0.139058, -0.767783)
(0.629984, 0.0700368, -0.773443)
(0.665158, 0.133102, -0.734744)
(0.669587, 0.0669961, -0.739706)
(0.683748, 0.127595, -0.718476)
(-0.683748, 0.127595, -0.718477)
(-0.657966, 0.197483, -0.726692)
(-0.61807, 0.206118, -0.75862)
(-0.665158, 0.133102, -0.734744)
(-0.572768, 0.21488, -0.791052)
(-0.625437, 0.139058, -0.767783)
(-0.521554, 0.223606, -0.823397)
(-0.580195, 0.14512, -0.801445)
(-0.464036, 0.232086, -0.854872)
(-0.528884, 0.151177, -0.835121)
(-0.400017, 0.24006, -0.88451)
(-0.471069, 0.157082, -0.867997)
(-0.329597, 0.247223, -0.911179)
(-0.406511, 0.162651, -0.899051)
(-0.253254, 0.253254, -0.933662)
(-0.335277, 0.16767, -0.927079)
(-0.171907, 0.257838, -0.950772)
(-0.257838, 0.171907, -0.950772)
(-0.0869154, 0.260708, -0.961497)
(-0.175134, 0.175134, -0.968843)
(0, 0.261686, -0.965153)
(-0.0885842, 0.177158, -0.980188)
(0.0869154, 0.260708, -0.961497)
(0.0869154, 0.260708, -0.961497)
(0.171907, 0.257838, -0.950772)
(0.171907, 0.257838, -0.950772)
(0.253254, 0.253254, -0.933662)
(0.253254, 0.253254, -0.933662)
(0.329597, 0.247223, -0.911179)
(0.329597, 0.247223, -0.911179)
(0.400017, 0.24006, -0.88451)
(0.400017, 0.24006, -0.88451)
(0.464035, 0.232087, -0.854873)
(0.464035, 0.232087, -0.854873)
(0.521554, 0.223606, -0.823396)
(0.521554, 0.223606, -0.823396)
(0.572769, 0.21488, -0.791052)
(0.572769, 0.21488, -0.791052)
(0.61807, 0.206118, -0.75862)
(0.61807, 0.206118, -0.75862)
(0.625437, 0.139058, -0.767783)
(0.657966, 0.197483, -0.726692)
(0.665158, 0.133102, -0.734744)
(0.676935, 0.189539, -0.71122)
(-0.676935, 0.189539, -0.71122)
(-0.648273, 0.259416, -0.715853)
(-0.657966, 0.197483, -0.726692)
(-0.608176, 0.270405, -0.746327)
(-0.61807, 0.206118, -0.75862)
(-0.562829, 0.281511, -0.777158)
(-0.572768, 0.21488, -0.791052)
(-0.51178, 0.292528, -0.807781)
(-0.454691, 0.303188, -0.837456)
(-0.521554, 0.223606, -0.823397)
(-0.391421, 0.31317, -0.865283)
(-0.464036, 0.232086, -0.854872)
(-0.322103, 0.322103, -0.890224)
(-0.400017, 0.24006, -0.88451)
(-0.247223, 0.329597, -0.911179)
(-0.329597, 0.247223, -0.911179)
(-0.16767, 0.335277, -0.927079)
(-0.253254, 0.253254, -0.933662)
(-0.0847276, 0.338827, -0.937026)
(-0.171907, 0.257838, -0.950772)
(0, 0.340035, -0.940413)
(-0.0869154, 0.260708, -0.961497)
(0.0847276, 0.338827, -0.937026)
(0.0847276, 0.338827, -0.937026)
(0.16767, 0.335277, -0.927079)
(0.16767, 0.335277, -0.927079)
(0.247223, 0.329597, -0.911179)
(0.247223, 0.329597, -0.911179)
(0.322103, 0.322103, -0.890224)
(0.322103, 0.322103, -0.890224)
(0.391421, 0.31317, -0.865282)
(0.391421, 0.31317, -0.865282)
(0.454691, 0.303189, -0.837456)
(0.454691, 0.303189, -0.837456)
(0.511779, 0.292528, -0.807781)
(0.511779, 0.292528, -0.807781)
(0.562829, 0.281511, -0.777158)
(0.562829, 0.281511, -0.777158)
(0.608176, 0.270405, -0.746327)
(0.608176, 0.270405, -0.746327)
(0.61807, 0.206118, -0.75862)
(0.648273, 0.259416, -0.715853)
(0.657966, 0.197483, -0.726692)
(0.667711, 0.24937, -0.701411)
(-0.667711, 0.24937, -0.70141)
(-0.636413, 0.318314, -0.702605)
(-0.648273, 0.259416, -0.715853)
(-0.59612, 0.331279, -0.731365)
(-0.608176, 0.270405, -0.746327)
(-0.550771, 0.344319, -0.760326)
(-0.562829, 0.281511, -0.777158)
(-0.499975, 0.357191, -0.788948)
(-0.51178, 0.292528, -0.807781)
(-0.443458, 0.369585, -0.816549)
(-0.454691, 0.303188, -0.837456)
(-0.381133, 0.381133, -0.842303)
(-0.31317, 0.391421, -0.865283)
(-0.391421, 0.31317, -0.865283)
(-0.24006, 0.400017, -0.88451)
(-0.322103, 0.322103, -0.890224)
(-0.162651, 0.406511, -0.899051)
(-0.247223, 0.329597, -0.911179)
(-0.0821401, 0.41056, -0.908126)
(-0.16767, 0.335277, -0.927079)
(0, 0.411936, -0.911213)
(-0.0847276, 0.338827, -0.937026)
(0.0821401, 0.41056, -0.908126)
(0.0821401, 0.41056, -0.908126)
(0.162651, 0.406511, -0.899051)
(0.162651, 0.406511, -0.899051)
(0.24006, 0.400017, -0.88451)
(0.24006, 0.400017, -0.88451)
(0.31317, 0.391421, -0.865282)
(0.31317, 0.391421, -0.865282)
(0.381133, 0.381134, -0.842303)
(0.381133, 0.381134, -0.842303)
(0.443458, 0.369585, -0.816548)
(0.443458, 0.369585, -0.816548)
(0.499975, 0.357191, -0.788948)
(0.499975, 0.357191, -0.788948)
(0.550771, 0.344319, -0.760326)
(0.550771, 0.344319, -0.760326)
(0.59612, 0.331279, -0.731365)
(0.59612, 0.331279, -0.731365)
(0.636413, 0.318314, -0.702605)
(0.636413, 0.318314, -0.702605)
(0.648273, 0.259416, -0.715853)
(0.656363, 0.306556, -0.689355)
(-0.656363, 0.306556, -0.689356)
